"account_id";"district_id";"frequency";"date"
3298;29;"POPLATEK MESICNE";250804
2938;1;"POPLATEK MESICNE";250804
2199;1;"POPLATEK MESICNE";250804
3745;5;"POPLATEK MESICNE";250804
3699;50;"POPLATEK MESICNE";250805
816;52;"POPLATEK MESICNE";250805
3656;53;"POPLATEK MESICNE";250806
2038;42;"POPLATEK MESICNE";250806
2542;21;"POPLATEK MESICNE";250807
1136;12;"POPLATEK MESICNE";250807
1589;37;"POPLATEK MESICNE";250807
3136;69;"POPLATEK MESICNE";250807
3547;54;"POPLATEK MESICNE";250807
26;52;"POPLATEK MESICNE";250808
657;47;"POPLATEK MESICNE";250808
3538;58;"POPLATEK MESICNE";250808
2167;16;"POPLATEK MESICNE";250808
3127;66;"POPLATEK MESICNE";250808
47;45;"POPLATEK MESICNE";250808
3850;8;"POPLATEK MESICNE";250809
5366;70;"POPLATEK MESICNE";250809
747;39;"POPLATEK MESICNE";250809
3166;71;"POPLATEK MESICNE";250810
11021;1;"POPLATEK MESICNE";250810
1701;1;"POPLATEK MESICNE";250810
3613;43;"POPLATEK MESICNE";250810
3600;27;"POPLATEK MESICNE";250810
3792;10;"POPLATEK MESICNE";250811
523;1;"POPLATEK MESICNE";250811
3808;38;"POPLATEK MESICNE";250811
1401;1;"POPLATEK MESICNE";250812
541;61;"POPLATEK MESICNE";250812
1023;21;"POPLATEK MESICNE";250813
3683;33;"POPLATEK MESICNE";250813
3220;29;"POPLATEK MESICNE";250814
1779;33;"POPLATEK MESICNE";250815
1912;64;"POPLATEK MESICNE";250815
238;6;"POPLATEK MESICNE";250815
3113;67;"POPLATEK MESICNE";250816
5481;52;"POPLATEK MESICNE";250816
3035;15;"POPLATEK TYDNE";250816
942;9;"POPLATEK MESICNE";250816
3221;5;"POPLATEK MESICNE";250817
2616;1;"POPLATEK MESICNE";250817
2137;4;"POPLATEK PO OBRATU";250817
978;73;"POPLATEK MESICNE";250818
2771;37;"POPLATEK MESICNE";250818
3891;1;"POPLATEK MESICNE";250818
9236;11;"POPLATEK MESICNE";250818
274;76;"POPLATEK MESICNE";250820
552;14;"POPLATEK MESICNE";250820
2417;44;"POPLATEK MESICNE";250820
3868;43;"POPLATEK MESICNE";250821
9869;12;"POPLATEK MESICNE";250821
1875;44;"POPLATEK MESICNE";250821
8212;52;"POPLATEK PO OBRATU";250821
3477;71;"POPLATEK MESICNE";250822
1513;30;"POPLATEK MESICNE";250823
3053;11;"POPLATEK MESICNE";250823
1057;13;"POPLATEK MESICNE";250823
6030;47;"POPLATEK MESICNE";250824
3407;28;"POPLATEK MESICNE";250824
1761;24;"POPLATEK MESICNE";250824
3306;75;"POPLATEK MESICNE";250824
162;60;"POPLATEK MESICNE";250825
5011;31;"POPLATEK MESICNE";250825
965;20;"POPLATEK MESICNE";250825
1305;57;"POPLATEK MESICNE";250825
815;56;"POPLATEK MESICNE";250825
1449;35;"POPLATEK MESICNE";250826
950;49;"POPLATEK MESICNE";250826
3361;45;"POPLATEK MESICNE";250826
3837;48;"POPLATEK PO OBRATU";250826
33;22;"POPLATEK MESICNE";250826
2894;17;"POPLATEK MESICNE";250828
2510;61;"POPLATEK MESICNE";250828
389;30;"POPLATEK MESICNE";250828
6051;56;"POPLATEK MESICNE";250828
730;4;"POPLATEK MESICNE";250828
1694;6;"POPLATEK TYDNE";250829
721;76;"POPLATEK MESICNE";250829
1106;20;"POPLATEK TYDNE";250829
3319;56;"POPLATEK MESICNE";250829
10451;1;"POPLATEK MESICNE";250829
172;13;"POPLATEK MESICNE";250830
3920;74;"POPLATEK MESICNE";250901
3011;64;"POPLATEK MESICNE";250901
1337;23;"POPLATEK MESICNE";250901
2592;69;"POPLATEK MESICNE";250901
146;4;"POPLATEK MESICNE";250902
2576;1;"POPLATEK MESICNE";250902
3195;40;"POPLATEK MESICNE";250902
8073;24;"POPLATEK PO OBRATU";250903
4463;67;"POPLATEK MESICNE";250903
2082;36;"POPLATEK MESICNE";250903
2020;13;"POPLATEK MESICNE";250904
160;23;"POPLATEK MESICNE";250904
7607;1;"POPLATEK MESICNE";250905
117;31;"POPLATEK MESICNE";250905
3509;2;"POPLATEK MESICNE";250905
151;76;"POPLATEK MESICNE";250906
1719;1;"POPLATEK MESICNE";250906
3456;32;"POPLATEK MESICNE";250906
2951;44;"POPLATEK MESICNE";250906
7190;49;"POPLATEK MESICNE";250906
1827;10;"POPLATEK MESICNE";250906
1689;55;"POPLATEK MESICNE";250907
1197;68;"POPLATEK MESICNE";250907
5952;50;"POPLATEK MESICNE";250907
6930;41;"POPLATEK MESICNE";250908
1107;42;"POPLATEK MESICNE";250908
8475;4;"POPLATEK MESICNE";250908
3575;7;"POPLATEK MESICNE";250908
2691;69;"POPLATEK MESICNE";250908
3323;13;"POPLATEK MESICNE";250908
2428;72;"POPLATEK MESICNE";250908
2649;2;"POPLATEK MESICNE";250908
2907;70;"POPLATEK MESICNE";250909
1091;16;"POPLATEK MESICNE";250909
1487;66;"POPLATEK MESICNE";250910
3157;77;"POPLATEK MESICNE";250910
4414;24;"POPLATEK MESICNE";250910
2302;24;"POPLATEK MESICNE";250910
1410;74;"POPLATEK MESICNE";250911
1146;67;"POPLATEK MESICNE";250912
8564;68;"POPLATEK MESICNE";250912
750;73;"POPLATEK MESICNE";250912
2150;37;"POPLATEK MESICNE";250912
10940;50;"POPLATEK MESICNE";250913
9337;30;"POPLATEK MESICNE";250913
861;22;"POPLATEK MESICNE";250913
10440;72;"POPLATEK MESICNE";250913
10036;1;"POPLATEK MESICNE";250913
1234;6;"POPLATEK MESICNE";250913
7774;74;"POPLATEK PO OBRATU";250914
1547;72;"POPLATEK MESICNE";250914
1079;74;"POPLATEK MESICNE";250914
3863;15;"POPLATEK MESICNE";250914
3480;58;"POPLATEK MESICNE";250914
2671;1;"POPLATEK MESICNE";250915
1705;70;"POPLATEK MESICNE";250915
3028;27;"POPLATEK MESICNE";250915
3310;25;"POPLATEK MESICNE";250915
6715;48;"POPLATEK TYDNE";250915
3255;1;"POPLATEK MESICNE";250915
3751;9;"POPLATEK MESICNE";250915
2987;18;"POPLATEK MESICNE";250916
857;77;"POPLATEK MESICNE";250916
3042;10;"POPLATEK MESICNE";250916
2695;16;"POPLATEK MESICNE";250916
2849;1;"POPLATEK MESICNE";250916
2802;1;"POPLATEK MESICNE";250916
34;67;"POPLATEK TYDNE";250917
7133;1;"POPLATEK MESICNE";250917
699;1;"POPLATEK MESICNE";250917
2282;29;"POPLATEK TYDNE";250917
8489;19;"POPLATEK MESICNE";250918
837;46;"POPLATEK MESICNE";250918
8759;1;"POPLATEK MESICNE";250918
1602;33;"POPLATEK MESICNE";250919
2958;48;"POPLATEK MESICNE";250919
3408;62;"POPLATEK MESICNE";250919
153;77;"POPLATEK MESICNE";250919
3268;21;"POPLATEK MESICNE";250920
854;62;"POPLATEK MESICNE";250921
1831;1;"POPLATEK MESICNE";250921
39;36;"POPLATEK MESICNE";250922
1811;40;"POPLATEK MESICNE";250922
3822;8;"POPLATEK MESICNE";250922
1404;7;"POPLATEK TYDNE";250922
517;76;"POPLATEK MESICNE";250922
1440;55;"POPLATEK MESICNE";250922
3505;46;"POPLATEK MESICNE";250923
1804;20;"POPLATEK TYDNE";250923
2617;1;"POPLATEK MESICNE";250924
467;74;"POPLATEK MESICNE";250924
4437;40;"POPLATEK MESICNE";250924
1453;61;"POPLATEK TYDNE";250925
3977;7;"POPLATEK MESICNE";250925
8982;64;"POPLATEK MESICNE";250925
27;73;"POPLATEK MESICNE";250926
4511;33;"POPLATEK MESICNE";250926
1052;61;"POPLATEK MESICNE";250927
10227;62;"POPLATEK PO OBRATU";250927
3171;61;"POPLATEK MESICNE";250928
228;5;"POPLATEK MESICNE";250928
3618;29;"POPLATEK MESICNE";250929
1016;40;"POPLATEK MESICNE";250929
15;70;"POPLATEK MESICNE";251002
3237;20;"POPLATEK MESICNE";251002
1485;36;"POPLATEK MESICNE";251003
7769;23;"POPLATEK MESICNE";251003
2613;26;"POPLATEK MESICNE";251003
2201;8;"POPLATEK MESICNE";251005
1896;74;"POPLATEK MESICNE";251005
5387;1;"POPLATEK MESICNE";251005
3535;1;"POPLATEK MESICNE";251005
1120;1;"POPLATEK MESICNE";251005
235;41;"POPLATEK MESICNE";251006
3701;76;"POPLATEK MESICNE";251006
1516;67;"POPLATEK MESICNE";251008
4543;33;"POPLATEK MESICNE";251008
2427;70;"POPLATEK TYDNE";251008
1981;64;"POPLATEK MESICNE";251008
8566;74;"POPLATEK MESICNE";251008
678;17;"POPLATEK MESICNE";251008
4659;56;"POPLATEK MESICNE";251008
4059;34;"POPLATEK MESICNE";251008
4013;73;"POPLATEK PO OBRATU";251008
7011;75;"POPLATEK MESICNE";251008
2132;76;"POPLATEK MESICNE";251008
1816;44;"POPLATEK MESICNE";251008
2623;58;"POPLATEK MESICNE";251009
2793;47;"POPLATEK MESICNE";251009
2479;18;"POPLATEK MESICNE";251009
11135;75;"POPLATEK MESICNE";251010
8041;1;"POPLATEK MESICNE";251010
492;5;"POPLATEK MESICNE";251010
799;56;"POPLATEK MESICNE";251010
3972;51;"POPLATEK MESICNE";251011
1468;54;"POPLATEK MESICNE";251011
624;70;"POPLATEK MESICNE";251011
3483;40;"POPLATEK MESICNE";251012
4260;56;"POPLATEK MESICNE";251014
616;43;"POPLATEK MESICNE";251014
931;59;"POPLATEK MESICNE";251015
102;11;"POPLATEK MESICNE";251016
540;75;"POPLATEK MESICNE";251016
2660;1;"POPLATEK TYDNE";251017
4287;1;"POPLATEK MESICNE";251017
3551;6;"POPLATEK MESICNE";251017
2072;41;"POPLATEK MESICNE";251017
4119;77;"POPLATEK MESICNE";251018
1345;28;"POPLATEK MESICNE";251019
1565;36;"POPLATEK MESICNE";251020
2824;11;"POPLATEK MESICNE";251020
2052;61;"POPLATEK MESICNE";251020
1767;21;"POPLATEK MESICNE";251020
2140;75;"POPLATEK MESICNE";251021
1051;35;"POPLATEK MESICNE";251021
3927;56;"POPLATEK MESICNE";251022
2050;1;"POPLATEK MESICNE";251022
2276;31;"POPLATEK MESICNE";251022
126;5;"POPLATEK MESICNE";251023
2859;11;"POPLATEK MESICNE";251023
2667;23;"POPLATEK MESICNE";251023
1789;46;"POPLATEK MESICNE";251023
838;47;"POPLATEK MESICNE";251023
3264;70;"POPLATEK MESICNE";251023
198;70;"POPLATEK MESICNE";251025
2345;5;"POPLATEK MESICNE";251025
5256;72;"POPLATEK PO OBRATU";251025
40;64;"POPLATEK MESICNE";251025
419;13;"POPLATEK MESICNE";251025
3892;43;"POPLATEK MESICNE";251025
1217;69;"POPLATEK MESICNE";251025
397;11;"POPLATEK MESICNE";251026
3146;68;"POPLATEK MESICNE";251026
287;16;"POPLATEK MESICNE";251027
2180;45;"POPLATEK MESICNE";251027
354;59;"POPLATEK MESICNE";251028
259;2;"POPLATEK MESICNE";251028
1666;67;"POPLATEK MESICNE";251030
1495;36;"POPLATEK MESICNE";251101
2582;28;"POPLATEK MESICNE";251101
4470;16;"POPLATEK MESICNE";251101
1381;57;"POPLATEK MESICNE";251101
2435;38;"POPLATEK MESICNE";251101
542;1;"POPLATEK MESICNE";251101
1123;13;"POPLATEK MESICNE";251101
3225;1;"POPLATEK MESICNE";251101
1133;1;"POPLATEK MESICNE";251101
3086;1;"POPLATEK MESICNE";251102
2250;35;"POPLATEK MESICNE";251102
340;1;"POPLATEK MESICNE";251103
4079;52;"POPLATEK MESICNE";251103
841;1;"POPLATEK MESICNE";251104
2269;6;"POPLATEK MESICNE";251104
2867;30;"POPLATEK MESICNE";251104
3371;68;"POPLATEK MESICNE";251104
520;60;"POPLATEK MESICNE";251104
743;10;"POPLATEK MESICNE";251105
3640;10;"POPLATEK MESICNE";251105
3354;63;"POPLATEK MESICNE";251105
107;64;"POPLATEK MESICNE";251105
243;55;"POPLATEK TYDNE";251106
3687;71;"POPLATEK MESICNE";251106
1984;73;"POPLATEK MESICNE";251107
4173;1;"POPLATEK MESICNE";251108
2700;74;"POPLATEK MESICNE";251108
2318;73;"POPLATEK MESICNE";251108
7965;55;"POPLATEK MESICNE";251108
3352;42;"POPLATEK MESICNE";251108
4255;70;"POPLATEK TYDNE";251108
73;72;"POPLATEK MESICNE";251108
3948;1;"POPLATEK MESICNE";251109
648;13;"POPLATEK MESICNE";251109
3688;70;"POPLATEK MESICNE";251110
462;29;"POPLATEK MESICNE";251110
3243;1;"POPLATEK MESICNE";251110
8625;64;"POPLATEK MESICNE";251110
321;47;"POPLATEK MESICNE";251111
3548;23;"POPLATEK MESICNE";251111
5984;11;"POPLATEK MESICNE";251111
3091;3;"POPLATEK MESICNE";251111
626;72;"POPLATEK MESICNE";251111
998;47;"POPLATEK MESICNE";251111
3326;5;"POPLATEK MESICNE";251111
2457;76;"POPLATEK MESICNE";251111
2549;74;"POPLATEK MESICNE";251112
1947;35;"POPLATEK MESICNE";251112
2738;41;"POPLATEK MESICNE";251112
1809;1;"POPLATEK TYDNE";251112
519;24;"POPLATEK MESICNE";251112
2665;61;"POPLATEK MESICNE";251113
1114;6;"POPLATEK TYDNE";251113
8957;1;"POPLATEK MESICNE";251113
2271;68;"POPLATEK MESICNE";251113
196;4;"POPLATEK MESICNE";251114
3218;41;"POPLATEK MESICNE";251114
3660;74;"POPLATEK MESICNE";251114
787;10;"POPLATEK MESICNE";251114
3820;1;"POPLATEK MESICNE";251114
10906;76;"POPLATEK MESICNE";251114
914;73;"POPLATEK MESICNE";251114
9656;61;"POPLATEK MESICNE";251114
1941;60;"POPLATEK MESICNE";251115
3617;22;"POPLATEK MESICNE";251115
3370;49;"POPLATEK MESICNE";251115
1664;56;"POPLATEK MESICNE";251115
4337;29;"POPLATEK MESICNE";251116
2557;40;"POPLATEK MESICNE";251117
1527;31;"POPLATEK PO OBRATU";251117
3938;57;"POPLATEK MESICNE";251117
1686;11;"POPLATEK MESICNE";251118
10670;60;"POPLATEK MESICNE";251118
3309;66;"POPLATEK MESICNE";251120
3107;5;"POPLATEK MESICNE";251120
8377;29;"POPLATEK MESICNE";251120
345;5;"POPLATEK MESICNE";251120
498;1;"POPLATEK MESICNE";251121
3571;39;"POPLATEK MESICNE";251121
5991;1;"POPLATEK MESICNE";251121
1128;74;"POPLATEK MESICNE";251121
10439;66;"POPLATEK MESICNE";251121
1302;55;"POPLATEK MESICNE";251121
10788;67;"POPLATEK TYDNE";251122
4343;31;"POPLATEK MESICNE";251122
2460;1;"POPLATEK MESICNE";251122
1931;20;"POPLATEK MESICNE";251123
2972;12;"POPLATEK MESICNE";251123
1286;66;"POPLATEK PO OBRATU";251123
1235;76;"POPLATEK MESICNE";251123
4385;23;"POPLATEK MESICNE";251123
7449;1;"POPLATEK MESICNE";251124
545;54;"POPLATEK MESICNE";251124
245;65;"POPLATEK MESICNE";251125
688;74;"POPLATEK MESICNE";251125
173;66;"POPLATEK MESICNE";251126
10904;48;"POPLATEK MESICNE";251126
7844;1;"POPLATEK MESICNE";251126
6353;26;"POPLATEK MESICNE";251126
604;12;"POPLATEK MESICNE";251126
6806;1;"POPLATEK MESICNE";251126
5927;15;"POPLATEK MESICNE";251126
2419;24;"POPLATEK MESICNE";251127
1288;11;"POPLATEK MESICNE";251127
3003;18;"POPLATEK MESICNE";251127
10131;1;"POPLATEK MESICNE";251127
1952;70;"POPLATEK MESICNE";251128
651;72;"POPLATEK MESICNE";251128
2989;4;"POPLATEK MESICNE";251128
1499;47;"POPLATEK MESICNE";251128
426;1;"POPLATEK MESICNE";251129
3570;44;"POPLATEK MESICNE";251129
4237;18;"POPLATEK MESICNE";251129
2739;59;"POPLATEK MESICNE";251129
4526;63;"POPLATEK MESICNE";251129
1621;75;"POPLATEK MESICNE";251201
344;54;"POPLATEK MESICNE";251201
1359;8;"POPLATEK MESICNE";251202
290;56;"POPLATEK MESICNE";251202
66;48;"POPLATEK PO OBRATU";251203
1314;48;"POPLATEK MESICNE";251203
3145;4;"POPLATEK MESICNE";251203
1204;29;"POPLATEK MESICNE";251203
437;43;"POPLATEK MESICNE";251203
2063;1;"POPLATEK MESICNE";251204
3087;15;"POPLATEK MESICNE";251204
2588;5;"POPLATEK MESICNE";251204
956;74;"POPLATEK MESICNE";251205
597;41;"POPLATEK MESICNE";251205
3129;5;"POPLATEK MESICNE";251205
884;2;"POPLATEK MESICNE";251207
4264;28;"POPLATEK MESICNE";251207
3223;1;"POPLATEK MESICNE";251207
737;34;"POPLATEK MESICNE";251208
2306;38;"POPLATEK MESICNE";251208
1673;53;"POPLATEK MESICNE";251208
10663;11;"POPLATEK MESICNE";251208
3345;22;"POPLATEK MESICNE";251208
1970;8;"POPLATEK MESICNE";251208
2504;16;"POPLATEK MESICNE";251209
358;12;"POPLATEK MESICNE";251209
2980;66;"POPLATEK MESICNE";251209
3918;53;"POPLATEK MESICNE";251209
1680;59;"POPLATEK MESICNE";251210
3039;1;"POPLATEK MESICNE";251210
3380;64;"POPLATEK MESICNE";251210
2128;22;"POPLATEK MESICNE";251210
903;47;"POPLATEK MESICNE";251210
1762;28;"POPLATEK MESICNE";251211
61;70;"POPLATEK MESICNE";251211
391;36;"POPLATEK MESICNE";251211
2305;1;"POPLATEK MESICNE";251211
1588;67;"POPLATEK MESICNE";251211
183;43;"POPLATEK MESICNE";251212
365;74;"POPLATEK MESICNE";251212
2476;32;"POPLATEK MESICNE";251212
347;65;"POPLATEK MESICNE";251213
1877;76;"POPLATEK MESICNE";251213
3196;1;"POPLATEK MESICNE";251213
2928;55;"POPLATEK MESICNE";251214
1225;4;"POPLATEK MESICNE";251214
3825;7;"POPLATEK MESICNE";251214
180;55;"POPLATEK TYDNE";251214
2813;24;"POPLATEK MESICNE";251215
1605;72;"POPLATEK MESICNE";251216
1792;7;"POPLATEK MESICNE";251216
1604;54;"POPLATEK MESICNE";251216
883;1;"POPLATEK MESICNE";251217
441;27;"POPLATEK TYDNE";251217
3429;73;"POPLATEK MESICNE";251217
4514;69;"POPLATEK MESICNE";251218
1088;32;"POPLATEK MESICNE";251219
3094;56;"POPLATEK MESICNE";251220
1768;15;"POPLATEK MESICNE";251220
2768;73;"POPLATEK MESICNE";251220
2257;57;"POPLATEK MESICNE";251221
1882;1;"POPLATEK MESICNE";251221
719;30;"POPLATEK MESICNE";251221
5092;74;"POPLATEK MESICNE";251221
3292;1;"POPLATEK MESICNE";251221
3604;75;"POPLATEK MESICNE";251222
2733;76;"POPLATEK MESICNE";251222
3669;76;"POPLATEK MESICNE";251222
1940;52;"POPLATEK MESICNE";251222
3056;55;"POPLATEK MESICNE";251222
1419;33;"POPLATEK MESICNE";251222
2971;76;"POPLATEK TYDNE";251223
1959;62;"POPLATEK MESICNE";251224
3164;33;"POPLATEK MESICNE";251224
3197;1;"POPLATEK MESICNE";251225
2770;42;"POPLATEK MESICNE";251225
7944;59;"POPLATEK MESICNE";251227
1080;55;"POPLATEK MESICNE";251227
6148;74;"POPLATEK MESICNE";251227
2010;1;"POPLATEK MESICNE";251227
3135;72;"POPLATEK MESICNE";251227
1098;47;"POPLATEK MESICNE";251228
100;41;"POPLATEK MESICNE";251228
2913;8;"POPLATEK MESICNE";251228
1153;35;"POPLATEK MESICNE";251229
1635;19;"POPLATEK MESICNE";251229
2842;14;"POPLATEK MESICNE";251229
3759;1;"POPLATEK MESICNE";251229
3594;29;"POPLATEK MESICNE";251230
2778;38;"POPLATEK MESICNE";251230
2161;15;"POPLATEK TYDNE";251230
2789;14;"POPLATEK MESICNE";250101
1552;18;"POPLATEK MESICNE";250102
628;72;"POPLATEK MESICNE";250103
1458;29;"POPLATEK MESICNE";250103
2673;34;"POPLATEK MESICNE";250104
1788;1;"POPLATEK MESICNE";250104
1193;29;"POPLATEK MESICNE";250105
969;19;"POPLATEK MESICNE";250108
1512;1;"POPLATEK MESICNE";250108
3997;62;"POPLATEK MESICNE";250113
2179;1;"POPLATEK TYDNE";250114
1164;35;"POPLATEK MESICNE";250114
4774;66;"POPLATEK MESICNE";250114
4413;74;"POPLATEK TYDNE";250115
1824;52;"POPLATEK MESICNE";250117
1231;7;"POPLATEK MESICNE";250118
2664;58;"POPLATEK MESICNE";250120
1627;1;"POPLATEK MESICNE";250120
9104;10;"POPLATEK MESICNE";250121
2326;70;"POPLATEK MESICNE";250124
4356;47;"POPLATEK MESICNE";250126
3667;55;"POPLATEK MESICNE";250126
742;77;"POPLATEK MESICNE";250128
2538;42;"POPLATEK MESICNE";250130
127;29;"POPLATEK MESICNE";250202
726;76;"POPLATEK MESICNE";250203
4907;42;"POPLATEK MESICNE";250206
2628;64;"POPLATEK PO OBRATU";250206
3898;70;"POPLATEK MESICNE";250207
6472;61;"POPLATEK MESICNE";250208
1770;65;"POPLATEK MESICNE";250208
2472;60;"POPLATEK MESICNE";250208
1159;49;"POPLATEK MESICNE";250209
4418;66;"POPLATEK MESICNE";250209
1470;19;"POPLATEK MESICNE";250210
1813;47;"POPLATEK MESICNE";250211
4416;14;"POPLATEK MESICNE";250212
2315;75;"POPLATEK MESICNE";250213
3876;69;"POPLATEK MESICNE";250213
4329;1;"POPLATEK MESICNE";250217
3184;1;"POPLATEK MESICNE";250218
370;25;"POPLATEK MESICNE";250218
1317;56;"POPLATEK MESICNE";250218
2675;1;"POPLATEK MESICNE";250219
3840;76;"POPLATEK MESICNE";250219
4009;56;"POPLATEK MESICNE";250220
3886;1;"POPLATEK MESICNE";250220
3445;1;"POPLATEK MESICNE";250222
2482;1;"POPLATEK MESICNE";250223
2361;28;"POPLATEK MESICNE";250225
974;29;"POPLATEK MESICNE";250225
2959;8;"POPLATEK MESICNE";250225
1880;76;"POPLATEK MESICNE";250225
3355;70;"POPLATEK MESICNE";250226
2501;30;"POPLATEK MESICNE";250226
1073;73;"POPLATEK MESICNE";250227
8558;1;"POPLATEK PO OBRATU";250227
3101;1;"POPLATEK MESICNE";250227
2568;17;"POPLATEK MESICNE";250302
1169;49;"POPLATEK PO OBRATU";250302
3684;23;"POPLATEK MESICNE";250304
1406;50;"POPLATEK MESICNE";250304
71;1;"POPLATEK MESICNE";250305
3528;10;"POPLATEK MESICNE";250305
3405;36;"POPLATEK MESICNE";250307
6118;1;"POPLATEK TYDNE";250307
2382;59;"POPLATEK MESICNE";250308
1570;1;"POPLATEK MESICNE";250312
1511;51;"POPLATEK PO OBRATU";250313
1237;9;"POPLATEK MESICNE";250313
3307;30;"POPLATEK MESICNE";250313
3378;55;"POPLATEK MESICNE";250314
989;19;"POPLATEK MESICNE";250314
3253;71;"POPLATEK PO OBRATU";250315
1626;3;"POPLATEK MESICNE";250315
289;1;"POPLATEK MESICNE";250317
1987;54;"POPLATEK MESICNE";250317
817;5;"POPLATEK MESICNE";250318
2228;34;"POPLATEK MESICNE";250319
904;1;"POPLATEK MESICNE";250320
3824;41;"POPLATEK MESICNE";250320
3599;63;"POPLATEK MESICNE";250320
22;1;"POPLATEK MESICNE";250323
470;64;"POPLATEK MESICNE";250323
1273;37;"POPLATEK MESICNE";250325
237;50;"POPLATEK MESICNE";250325
59;43;"POPLATEK MESICNE";250327
572;32;"POPLATEK MESICNE";250327
1269;52;"POPLATEK MESICNE";250328
855;1;"POPLATEK MESICNE";250328
3183;45;"POPLATEK MESICNE";250401
1969;5;"POPLATEK MESICNE";250402
2799;54;"POPLATEK TYDNE";250403
1042;43;"POPLATEK MESICNE";250403
1158;50;"POPLATEK MESICNE";250403
2713;26;"POPLATEK MESICNE";250403
740;28;"POPLATEK MESICNE";250404
493;26;"POPLATEK MESICNE";250405
2067;76;"POPLATEK MESICNE";250407
3804;7;"POPLATEK MESICNE";250407
4259;66;"POPLATEK MESICNE";250408
2886;1;"POPLATEK MESICNE";250408
761;43;"POPLATEK MESICNE";250409
1918;24;"POPLATEK MESICNE";250410
3036;10;"POPLATEK MESICNE";250410
3259;1;"POPLATEK MESICNE";250411
4408;71;"POPLATEK TYDNE";250411
2009;17;"POPLATEK MESICNE";250414
1194;1;"POPLATEK MESICNE";250415
3718;63;"POPLATEK MESICNE";250416
3201;4;"POPLATEK MESICNE";250417
460;1;"POPLATEK MESICNE";250418
784;59;"POPLATEK MESICNE";250419
3714;2;"POPLATEK TYDNE";250421
2154;63;"POPLATEK MESICNE";250421
1256;38;"POPLATEK MESICNE";250421
1353;51;"POPLATEK MESICNE";250421
1820;10;"POPLATEK MESICNE";250422
2494;74;"POPLATEK MESICNE";250423
2399;1;"POPLATEK MESICNE";250426
343;18;"POPLATEK MESICNE";250426
575;38;"POPLATEK MESICNE";250426
900;48;"POPLATEK MESICNE";250426
1467;37;"POPLATEK MESICNE";250427
31;68;"POPLATEK MESICNE";250427
1375;19;"POPLATEK MESICNE";250427
1371;1;"POPLATEK MESICNE";250427
844;53;"POPLATEK MESICNE";250428
908;62;"POPLATEK MESICNE";250429
3134;48;"POPLATEK MESICNE";250429
2092;1;"POPLATEK MESICNE";250429
3747;1;"POPLATEK MESICNE";250501
277;32;"POPLATEK PO OBRATU";250501
3595;30;"POPLATEK MESICNE";250501
2511;40;"POPLATEK MESICNE";250501
1388;29;"POPLATEK MESICNE";250502
4245;52;"POPLATEK MESICNE";250502
3838;3;"POPLATEK MESICNE";250502
543;64;"POPLATEK MESICNE";250503
3653;31;"POPLATEK MESICNE";250503
524;61;"POPLATEK MESICNE";250503
82;26;"POPLATEK MESICNE";250503
3912;2;"POPLATEK MESICNE";250504
1949;41;"POPLATEK MESICNE";250504
1865;1;"POPLATEK MESICNE";250504
451;11;"POPLATEK MESICNE";250505
50;1;"POPLATEK MESICNE";250506
1184;14;"POPLATEK MESICNE";250506
363;1;"POPLATEK MESICNE";250506
2454;8;"POPLATEK MESICNE";250507
2847;75;"POPLATEK MESICNE";250508
2740;14;"POPLATEK MESICNE";250508
1871;48;"POPLATEK MESICNE";250510
8405;20;"POPLATEK MESICNE";250510
266;47;"POPLATEK MESICNE";250511
1879;10;"POPLATEK MESICNE";250513
2259;64;"POPLATEK MESICNE";250514
609;63;"POPLATEK MESICNE";250515
9750;74;"POPLATEK MESICNE";250516
2375;29;"POPLATEK MESICNE";250516
216;38;"POPLATEK MESICNE";250516
56;50;"POPLATEK MESICNE";250516
7824;60;"POPLATEK MESICNE";250517
649;69;"POPLATEK TYDNE";250517
2996;54;"POPLATEK MESICNE";250517
1509;51;"POPLATEK MESICNE";250519
2170;1;"POPLATEK PO OBRATU";250519
2001;75;"POPLATEK MESICNE";250519
2903;38;"POPLATEK MESICNE";250519
3717;56;"POPLATEK MESICNE";250520
4195;67;"POPLATEK MESICNE";250521
2496;51;"POPLATEK MESICNE";250521
9583;31;"POPLATEK TYDNE";250522
3636;21;"POPLATEK MESICNE";250522
1826;5;"POPLATEK MESICNE";250522
2227;31;"POPLATEK TYDNE";250522
2749;1;"POPLATEK MESICNE";250523
535;35;"POPLATEK MESICNE";250524
4066;72;"POPLATEK MESICNE";250524
2662;71;"POPLATEK MESICNE";250524
1053;57;"POPLATEK MESICNE";250525
11333;8;"POPLATEK MESICNE";250526
1838;68;"POPLATEK MESICNE";250526
3037;44;"POPLATEK MESICNE";250526
3372;23;"POPLATEK MESICNE";250526
985;32;"POPLATEK MESICNE";250529
6924;74;"POPLATEK MESICNE";250601
3484;22;"POPLATEK MESICNE";250601
700;20;"POPLATEK MESICNE";250601
3289;1;"POPLATEK MESICNE";250602
2638;5;"POPLATEK MESICNE";250602
8316;70;"POPLATEK MESICNE";250604
1634;77;"POPLATEK MESICNE";250604
4825;15;"POPLATEK MESICNE";250604
3650;8;"POPLATEK MESICNE";250605
10942;44;"POPLATEK TYDNE";250605
2922;16;"POPLATEK MESICNE";250606
693;2;"POPLATEK MESICNE";250606
2260;1;"POPLATEK MESICNE";250607
538;70;"POPLATEK MESICNE";250607
548;16;"POPLATEK MESICNE";250607
941;8;"POPLATEK MESICNE";250608
